CLIENTE,MRR_12M,CD_CLIENTE,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M
TFDORX,12.658258,TFDORX,,
TFDSSE,972.787101,TFDSSE,6.0,32525.6270066157
TFDQA5,293.945068,TFDQA5,5.0,12997.9780614464
TFDAP1,668.246067,TFDAP1,2.0,0.0084077147358395
TFDCGL,1050.080173,TFDCGL,2.0,8355.64575848046
TFDCV8,539.874777,TFDCV8,,
TFDVSF,470.308063,TFDVSF,1.0,4601.87017579967
TFCWLT,325.82239,TFCWLT,,
TFDPG2,15.946524,TFDPG2,,
TFDQX3,86.712695,TFDQX3,4.0,4753.70930007156
TFDIEK,383.60386,TFDIEK,,
TFCZRV,93.874236,TFCZRV,,
TFDOM0,32.233108,TFDOM0,,
TFCSPH,48.562636,TFCSPH,,
TFCIP4,108.466594,TFCIP4,,
TFCSFS,1248.309221,TFCSFS,,
TFCQEH,602.597085,TFCQEH,3.0,7765.68482318134
TFDDMJ,18.633364,TFDDMJ,,
TFDFE9,201.740449,TFDFE9,,
TFDUVK,50.069742,TFDUVK,1.0,52.1992969374597
TFDBCW,1803.932757,TFDBCW,,
TFDQU2,1752.693233,TFDQU2,,
TFDCKW,107.375175,TFDCKW,1.0,46.2130040455419
TFDSG2,243.820872,TFDSG2,3.0,23532.8950717417
TFDCF2,111.757242,TFDCF2,,
TFDTK9,51.60361,TFDTK9,1.0,701.031050816931
TFCNV6,1153.505356,TFCNV6,2.0,22964.6722828921
TFDHUD,94.814122,TFDHUD,,
TFCZFQ,494.206329,TFCZFQ,1.0,156.269989937681
TFD168,229.977837,TFD168,,
TFDCNH,35.932587,TFDCNH,,
TFDEP9,217.204808,TFDEP9,1.0,2127.53017533051
TFDOSV,116.00124,TFDOSV,5.0,12950.1928147452
TFDGZ4,282.993088,TFDGZ4,,
TFCWG7,35.777278,TFCWG7,,
TFDU41,881.451018,TFDU41,2.0,26890.0325079019
TFDJ68,686.161228,TFDJ68,,
TFCPH7,786.150431,TFCPH7,,
TFCYW6,121.180068,TFCYW6,,
TFDIEZ,55.268112,TFDIEZ,,
TFDIAR,47.9022,TFDIAR,,
TFCTXP,52.476751,TFCTXP,,
TFCTBW,179.77549,TFCTBW,,
TFDFAG,703.69558,TFDFAG,,
TFDC78,919.363664,TFDC78,,
TFDQHK,612.767161,TFDQHK,,
TFBU18,194.943013,TFBU18,,
TFDV49,425.46835,TFDV49,,
TFDACG,23.921437,TFDACG,1.0,198.674299207888
TFDBL8,110.155475,TFDBL8,,
TFDOYN,49.392586,TFDOYN,4.0,172.446433089436
TFDPAC,682.41977,TFDPAC,,
TFDRCN,344.269434,TFDRCN,,
TFCRDK,77.746048,TFCRDK,,
TFDCWH,51.032435,TFDCWH,,
TFDE98,29.281267,TFDE98,1.0,36.4558510946002
TFEBF9,1335.033397,TFEBF9,1.0,3940.15359908752
TFDNDI,90.309628,TFDNDI,,
TFDV09,528.450094,TFDV09,1.0,552.008510981544
TFDCK2,30.273324,TFDCK2,,
TFDPFL,828.823668,TFDPFL,1.0,1283.89167102164
TFDTJC,550.588717,TFDTJC,1.0,15141.5543603502
TFDQI0,31.990061,TFDQI0,,
TFDBQY,70.432396,TFDBQY,,
TFDCV6,1137.063994,TFDCV6,,
TFDCXE,957.173407,TFDCXE,,
TFECRV,945.38511,TFECRV,2.0,13016.8870118873
TFCXHI,1177.546367,TFCXHI,,
TFDPJI,357.692115,TFDPJI,,
TFDQYN,482.246239,TFDQYN,2.0,6688.07222934616
TFDIF6,55.268112,TFDIF6,,
TFD055,1003.862272,TFD055,,
TFDOS2,927.399828,TFDOS2,,
TFCSSL,37.912137,TFCSSL,,
TFCLHN,527.05565,TFCLHN,2.0,13819.6051685768
TFCTNY,766.332467,TFCTNY,1.0,4136.18367201099
TFCQO5,543.092102,TFCQO5,,
TFDFM5,49.462262,TFDFM5,,
TFDFKD,205.452534,TFDFKD,,
TFEBF1,66.94895,TFEBF1,1.0,69.5990625832795
TFDBSI,321.422989,TFDBSI,,
TFDRJ5,1072.597838,TFDRJ5,3.0,11385.8155762786
TFDDO3,538.509206,TFDDO3,,
TFDTKU,233.619611,TFDTKU,4.0,19539.2642030769
TFDDEF,224.879262,TFDDEF,1.0,439.706665254935
TFDTQS,2051.089998,TFDTQS,7.0,27227.6316815474
TFCOXY,945.760108,TFCOXY,,
TFDIUF,399.385636,TFDIUF,,
TFDA47,348.212286,TFDA47,,
TFD995,370.535443,TFD995,,
TFDCYM,595.08924,TFDCYM,,
TFDET7,230.617819,TFDET7,11.0,104539.296981024
TFDPAW,55.76255,TFDPAW,,
TFDJLP,210.187186,TFDJLP,,
TFCWY4,24.437022,TFCWY4,,
TFDU70,359.408318,TFDU70,1.0,10000.5899234033
TFDMZJ,33.368441,TFDMZJ,,
TFCUTR,171.870342,TFCUTR,,
TFD430,432.592312,TFD430,,
TFDJPY,26.815204,TFDJPY,1.0,35.5394101883937
TFDIDC,315.139732,TFDIDC,,
TFCZOA,158.891795,TFCZOA,1.0,1190.96960776114
TFCTVA,13.611812,TFCTVA,,
TFDHQN,2129.537965,TFDHQN,1.0,10526.6185958511
TFDCU2,37.033396,TFDCU2,,
TFDQZ8,24.838571,TFDQZ8,,
TFBXIJ,35.907409,TFBXIJ,,
TFDVK8,1741.539634,TFDVK8,1.0,25016.9450036221
TFDAU0,136.183671,TFDAU0,,
TFDBV2,509.339358,TFDBV2,,
TFDPC3,1120.794766,TFDPC3,,
TFDQ71,507.858773,TFDQ71,3.0,8676.83307296164
TFDTKS,346.254285,TFDTKS,1.0,10341.1822434948
TFCSI9,396.459421,TFCSI9,2.0,12335.4627518343
TFDFG9,1445.83358,TFDFG9,1.0,9422.31150772959
TFDEC3,361.67143,TFDEC3,1.0,272.889197181143
TFDNLF,1025.945754,TFDNLF,1.0,508.649926088819
TFDV48,789.417302,TFDV48,1.0,16414.7430105131
TFDCYP,349.417267,TFDCYP,,
TFDPZA,57.955616,TFDPZA,,
TFDTY4,2634.227935,TFDTY4,4.0,30241.4190671828
TFDQUO,566.517391,TFDQUO,5.0,6865.10927468136
TFDCA5,384.729728,TFDCA5,,
TFDD30,196.324252,TFDD30,1.0,96.5626037411169
TFDDJO,219.583223,TFDDJO,,
TFEDIV,1375.570793,TFEDIV,1.0,4148.15625779482
TFCXUX,223.889643,TFCXUX,2.0,1518.68551273469
TFDQS3,1836.787796,TFDQS3,,
TFDRKX,27.428417,TFDRKX,,
TFDIR1,308.929607,TFDIR1,6.0,4225.80991109504
TFDAEU,730.76425,TFDAEU,,
TFDPF8,114.184814,TFDPF8,,
TFCUFN,988.221454,TFCUFN,2.0,275.024756724047
TFCMDN,135.673419,TFCMDN,,
TFCU95,158.73313,TFCU95,,
TFCQWN,142.861625,TFCQWN,,
TFDHYB,431.924031,TFDHYB,,
TFDGD8,2784.862128,TFDGD8,1.0,5665.83704861858
TFEDIU,858.251112,TFEDIU,4.0,60146.1091591952
TFDDCO,82.739073,TFDDCO,,
TFDSHU,54.388933,TFDSHU,1.0,120.537202310363
TFDEZH,1207.721044,TFDEZH,1.0,273.767803371039
TFDTSB,981.326351,TFDTSB,1.0,11849.4632092438
TFDFDQ,532.340427,TFDFDQ,1.0,9460.73896792974
TFDTYI,179.681271,TFDTYI,2.0,7051.63442609596
TFCP52,6611.041592,TFCP52,1.0,3125.11393645261
TFDN15,55.610888,TFDN15,,
TFDABR,69.82704,TFDABR,,
TFDBWE,675.800395,TFDBWE,,
TFDCZZ,43.546291,TFDCZZ,,
TFDGGS,192.107956,TFDGGS,1.0,50.3580074103108
TFDPNY,24.629756,TFDPNY,1.0,26.4927091326303
TFDNK5,3431.736609,TFDNK5,2.0,11377.6264621259
TFCYT1,54.588165,TFCYT1,,
TFDUJI,1788.066065,TFDUJI,1.0,1857.00774984751
TFDNT0,1552.816365,TFDNT0,1.0,0.0042038573679197
TFCVXB,49.325259,TFCVXB,1.0,62.4314857709764
TFDAS4,310.826644,TFDAS4,2.0,767.090465496422
TFDKJV,410.884332,TFDKJV,1.0,33.1432114886794
TFDIUW,536.074974,TFDIUW,,
TFCZUK,562.208606,TFCZUK,1.0,3715.94086636952
TFCVRY,471.013779,TFCVRY,,
TFDIZQ,281.77706,TFDIZQ,1.0,3716.32762124737
TFDCY5,210.405018,TFDCY5,2.0,5598.12972185087
TFDRRX,187.446671,TFDRRX,,
TFBZBB,490.484035,TFBZBB,,
TFDVQJ,29.367446,TFDVQJ,1.0,183.216715666047
TFDBXK,110.912459,TFDBXK,1.0,45.2335052788166
TFDBWF,89.364036,TFDBWF,1.0,39.5204631158137
TFDPUQ,25.293704,TFDPUQ,,
TFDQIK,46.670405,TFDQIK,,
TFDUIF,95.831526,TFDUIF,1.0,4249.99470253268
TFCTGM,46.047274,TFCTGM,,
TFDGH5,31.062625,TFDGH5,2.0,152.953146474392
TFDEES,104.104647,TFDEES,,
TFDPJK,186.635778,TFDPJK,3.0,5361.81828762799
TFDVGS,97.623552,TFDVGS,3.0,29652.193806923
TFDE06,706.793638,TFDE06,,
TFDQZP,55.01103,TFDQZP,,
TFDTYQ,467.630345,TFDTYQ,3.0,15951.34760899
TFDQYY,1455.04366,TFDQYY,1.0,3387.61960593499
TFDEAG,612.610517,TFDEAG,,
TFDDF0,1244.808409,TFDDF0,1.0,48852.3664669888
TFDDL4,1337.39445,TFDDL4,,
TFEDXB,75.841143,TFEDXB,1.0,985.947483927693
TFCXW4,741.448152,TFCXW4,1.0,278.640074060458
TFDSJO,747.71254,TFDSJO,3.0,63827.4018331383
TFDRZ2,40.674883,TFDRZ2,1.0,57.3868569294726
TFDJ61,1561.050785,TFDJ61,,
TFDAUG,360.072132,TFDAUG,,
TFDPSA,140.743874,TFDPSA,,
TFCXDA,1185.325788,TFCXDA,2.0,2884.48514071288
TFCMI4,1050.560447,TFCMI4,1.0,0.0042038573679197
TFCVAS,215.840943,TFCVAS,,
TFCRR0,74.103333,TFCRR0,,
TFDIE8,439.002218,TFDIE8,2.0,2930.01291600745
TFDGKE,69.310362,TFDGKE,,
TFEDUL,714.046193,TFEDUL,1.0,6030.23160912724
TFDED0,276.111543,TFDED0,10.0,109263.306028791
TFDSML,1454.950918,TFDSML,1.0,21082.0420223871
TFDFK7,31.911642,TFDFK7,1.0,121.932882956513
TFDTZ0,286.370208,TFDTZ0,6.0,32501.555719327
TFDFFY,29.827095,TFDFFY,,
TFDUZL,111.342765,TFDUZL,1.0,3267.82648637875
TFCRIC,118.858514,TFCRIC,,
TFDNCC,60.245129,TFDNCC,,
TFDB88,76.234366,TFDB88,,
TFDD64,794.803728,TFDD64,1.0,34.3034761222252
TFDEDL,315.854775,TFDEDL,,
TFDGKG,1182.562051,TFDGKG,8.0,30781.0346066437
TFDQ76,35.462576,TFDQ76,,
TFDNYJ,1219.66903,TFDNYJ,1.0,7108.2141424108
TFD151,69.871989,TFD151,,
TFDUQV,33.557291,TFDUQV,1.0,36.4558510946002
TFDOU7,476.128833,TFDOU7,,
TFCWI5,500.461135,TFCWI5,,
TFDEIM,464.743222,TFDEIM,,
TFDOC7,848.121017,TFDOC7,,
TFDKKC,28.234682,TFDKKC,,
TFCZXC,484.315975,TFCZXC,,
TFCXE8,88.391081,TFCXE8,,
TFDJKJ,43.350177,TFDJKJ,1.0,52.1992969374597
TFDDBS,191.355706,TFDDBS,,
TFDRVW,34.544905,TFDRVW,,
TFCAFR,1605.867363,TFCAFR,2.0,4188.01302950007
TFEBS8,47.6106,TFEBS8,2.0,854.122924584465
TFDCM7,28.407858,TFDCM7,,
TFDCCL,13.644599,TFDCCL,,
TFDQH8,14.953443,TFDQH8,,
TFDQUD,29.221766,TFDQUD,,
TFDUQH,933.750941,TFDUQH,3.0,25845.7943377106
TFCTNX,283.461808,TFCTNX,,
TFDIC4,784.988226,TFDIC4,,
TFDFBF,178.483172,TFDFBF,1.0,114.798937003153
TFDPRV,28.29239,TFDPRV,1.0,70.6458230678916
TFDVJD,282.704736,TFDVJD,1.0,13342.0511754385
TFDEUZ,347.7635,TFDEUZ,,
TFDRVA,105.62647,TFDRVA,,
TFDUPO,360.782338,TFDUPO,5.0,40239.0368634269
TFDREP,92.402401,TFDREP,,
TFDEMF,520.354165,TFDEMF,,
TFDESX,22.364305,TFDESX,,
TFDDN4,524.415361,TFDDN4,,
TFCXYU,218.065269,TFCXYU,1.0,1906.34001606005
TFDSNB,850.898115,TFDSNB,3.0,55230.7867664713
TFDSKP,204.116383,TFDSKP,1.0,4207.74593598509
TFDN35,37.696312,TFDN35,,
TFDB61,461.527487,TFDB61,,
TFDPTA,106.434877,TFDPTA,,
TFCXHC,521.853688,TFCXHC,,
TFCRDM,75.879786,TFCRDM,,
TFCVEG,84.234966,TFCVEG,,
TFCRW8,135.010014,TFCRW8,,
TFDISF,1367.800266,TFDISF,2.0,1169.48789661107
TFDIF3,55.268112,TFDIF3,,
TFDG01,964.638731,TFDG01,,
TFDTMF,127.664422,TFDTMF,1.0,1867.79905171096
TFDGWT,334.506978,TFDGWT,1.0,1349.64420411327
TFDU58,942.487623,TFDU58,2.0,5626.42588579434
TFDID7,269.557783,TFDID7,7.0,81585.0796914055
TFDVPI,52.163984,TFDVPI,1.0,701.812968287364
TFCRXC,41.038702,TFCRXC,,
TFDNEH,202.363572,TFDNEH,5.0,3735.5476571335
TFDCZF,221.681194,TFDCZF,,
TFDDBY,20.612321,TFDDBY,,
TFDFT9,333.118387,TFDFT9,,
TFDHMZ,405.555516,TFDHMZ,,
TFDQNT,712.173536,TFDQNT,1.0,0.0042038573679197
TFDPPA,78.458271,TFDPPA,1.0,87.0030320864674
TFD960,81.244525,TFD960,3.0,617.399512339536
TFDURW,531.250263,TFDURW,3.0,3896.83705276848
TFDQE9,148.430442,TFDQE9,,
TFCWOD,1286.424531,TFCWOD,6.0,55491.5184081444
TFDFFX,29.304119,TFDFFX,,
TFDQ70,34.014487,TFDQ70,,
TFDN13,36.149144,TFDN13,,
TFD678,14.242345,TFD678,,
TFCZ45,899.8824,TFCZ45,1.0,251.285574167404
TFDMBQ,198.533119,TFDMBQ,1.0,1045.04951466328
TFDDIP,552.930056,TFDDIP,,
TFDSRP,51.435736,TFDSRP,1.0,700.497160931205
TFCBBM,258.29788,TFCBBM,,
TFECKX,878.554461,TFECKX,4.0,22427.1250412562
TFDCP9,236.195606,TFDCP9,,
TFDEKX,114.589186,TFDEKX,3.0,226.117080105668
TFDQOR,22.783613,TFDQOR,,
TFDRB8,595.849821,TFDRB8,1.0,2559.53117003005
TFECGP,772.060564,TFECGP,2.0,96679.1178519261
TFCTRJ,243.019821,TFCTRJ,4.0,21129.1924866257
TFDIRI,927.861168,TFDIRI,5.0,12658.3610362642
TFDGAH,2472.88422,TFDGAH,1.0,120.213505293033
TFDPVI,103.070709,TFDPVI,2.0,1106.0600966439
TFDVLX,542.460435,TFDVLX,1.0,22038.398554302
TFDGSR,56.424071,TFDGSR,1.0,170.151126966552
TFDRXA,33.566299,TFDRXA,,
TFDUQF,465.971577,TFDUQF,2.0,14721.0509155519
TFDRKF,234.970673,TFDRKF,,
TFDFKY,1284.835136,TFDFKY,,
TFDF53,607.13605,TFDF53,,
TFDEE4,60.245129,TFDEE4,,
TFCYI5,100.223296,TFCYI5,1.0,1019.13273399005
TFDSRD,118.4214,TFDSRD,1.0,124.858767684585
TFDTPY,684.568694,TFDTPY,1.0,48840.3560464886
TFDOXG,63.387285,TFDOXG,,
TFDBRF,588.404537,TFDBRF,,
TFDPZB,29.449422,TFDPZB,1.0,36.4558510946002
TFCYEG,901.840555,TFCYEG,1.0,1529.01439028767
TFCRH2,106.418385,TFCRH2,,
TFCVTJ,75.774529,TFCVTJ,,
TFCSKD,57.913524,TFCSKD,,
TFDJJ2,575.348962,TFDJJ2,1.0,30639.9825803779
TFDJJY,706.628857,TFDJJY,1.0,1975.54811990811
TFDGII,662.610657,TFDGII,1.0,470.264504462344
TFDTSS,659.804977,TFDTSS,2.0,6436.05518399674
TFDHI0,32.058015,TFDHI0,,
TFDUB1,527.57756,TFDUB1,1.0,552.008510981544
TFDITP,71.216415,TFDITP,,
TFEBS5,470.421308,TFEBS5,2.0,21624.7810278724
TFCUAA,127.340759,TFCUAA,2.0,4273.41018807199
TFDNP8,1774.152786,TFDNP8,1.0,66815.2346033841
TFDFNC,274.084062,TFDFNC,,
TFDDJH,1812.931086,TFDDJH,3.0,46056.2884467233
TFDFXF,26.728044,TFDFXF,,
TFDJCP,71.220296,TFDJCP,,
TFDQZ3,35.152008,TFDQZ3,,
TFDPZK,29.121889,TFDPZK,,
TFDAPU,28.80513,TFDAPU,,
TFDVJP,117.136663,TFDVJP,2.0,3452.67009484618
TFDQJP,23.569217,TFDQJP,,
TFCX05,90.110282,TFCX05,2.0,980.289091910473
TFDGKR,346.966062,TFDGKR,2.0,893.534087408713
TFDRVG,37.987556,TFDRVG,,
TFDN74,95.169375,TFDN74,,
TFDA60,60.900715,TFDA60,,
TFCZ58,567.497633,TFCZ58,2.0,7219.09508434705
TFDNYX,29.896458,TFDNYX,,
TFDE00,23.060582,TFDE00,,
TFDUA3,53.709742,TFDUA3,1.0,63.7472931271352
TFCIF9,2898.473677,TFCIF9,,
TFECXW,138.790351,TFECXW,1.0,142.889111935593
TFDCX9,169.584058,TFDCX9,,
TFDHKP,2589.357845,TFDHKP,2.0,8207.57749426759
TFDSLD,208.886615,TFDSLD,1.0,6568.71631095618
TFDTMV,1031.99821,TFDTMV,3.0,89325.331177511
TFECQ6,1848.597512,TFECQ6,1.0,11648.5860887752
TFCVEU,56.619652,TFCVEU,,
TFDKKT,328.172678,TFDKKT,,
TFDGVJ,1862.993962,TFDGVJ,5.0,82455.3958745712
TFDPWL,175.293082,TFDPWL,2.0,580.544294794983
TFEBM6,1392.081268,TFEBM6,1.0,31671.6428093243
TFDHTB,850.403911,TFDHTB,,
TFDS65,2317.832492,TFDS65,2.0,3243.23392077642
TFDUWK,86.054379,TFDUWK,2.0,4881.48974862685
TFDRLZ,6.866427,TFDRLZ,1.0,45.2503207082883
TFDGVY,34.398353,TFDGVY,,
TFDGKV,771.173319,TFDGKV,1.0,96.0917717159099
TFDEXX,479.435706,TFDEXX,3.0,8230.08074275807
TFCYPV,107.958852,TFCYPV,1.0,92.2788730832066
TFDTMJ,291.59393,TFDTMJ,1.0,9376.07328053984
TFDTRP,57.837859,TFDTRP,3.0,4739.89122090321
TFDPE8,32.679385,TFDPE8,1.0,35.3586443215731
TFDDDI,1444.788829,TFDDDI,,
TFDR02,67.823381,TFDR02,4.0,324.920339823886
TFCYO5,803.558627,TFCYO5,,
TFCRID,142.329171,TFCRID,3.0,2850.41708060326
TFCVYU,276.316201,TFCVYU,1.0,12033.1213299335
TFCSNZ,78.060415,TFCSNZ,,
TFDJT2,122.396533,TFDJT2,1.0,52.3632473748085
TFDJLI,60.102898,TFDJLI,,
TFDJI5,249.257446,TFDJI5,6.0,32397.0268058736
TFDUEM,256.704521,TFDUEM,1.0,13374.7277587593
TFDJB9,179.492582,TFDJB9,,
TFDUJ1,342.962314,TFDUJ1,2.0,19738.2664031595
TFDJI0,875.000456,TFDJI0,,
TFEBW6,183.490491,TFEBW6,1.0,9255.60333994736
TFCXED,145.154827,TFCXED,,
TFDO96,557.522964,TFDO96,,
TFDG18,72.596736,TFDG18,,
TFDEZT,807.13617,TFDEZT,2.0,6423.48565046666
TFDGEH,115.598963,TFDGEH,,
TFDJCY,1493.338054,TFDJCY,,
TFDRFJ,759.109926,TFDRFJ,,
TFDQMR,190.179079,TFDQMR,,
TFDDMZ,1451.101218,TFDDMZ,,
TFDVLQ,667.059562,TFDVLQ,1.0,4136.20469129783
TFDQNN,1126.417001,TFDQNN,1.0,1534.29863899915
TFCYOB,570.569543,TFCYOB,3.0,17806.8377663277
TFDHDV,598.544565,TFDHDV,,
TFDS71,1055.306926,TFDS71,,
TFDNG1,562.308423,TFDNG1,2.0,1211.31627742187
TFDDN0,19.369962,TFDDN0,,
TFCZM0,47.081908,TFCZM0,,
TFDO15,53.00553,TFDO15,,
TFDFBK,771.653796,TFDFBK,5.0,6125.30184350274
TFDUPG,1280.983265,TFDUPG,1.0,7845.05785414504
TFCINL,478.310086,TFCINL,,
TFEDHY,1420.367798,TFEDHY,1.0,4282.57039327669
TFDDAO,481.943775,TFDDAO,1.0,1403.04160040059
TFDI77,44.117542,TFDI77,,
TFDTNS,143.645806,TFDTNS,2.0,300.193250785782
TFDTQ4,1172.151848,TFDTQ4,4.0,48414.6944686999
TFEDMH,37.244074,TFEDMH,1.0,433.678333789338
TFCWKB,499.21302,TFCWKB,,
TFDNCG,60.245129,TFDNCG,,
TFDHMB,66.154743,TFDHMB,1.0,1029.73486227195
TFDQDJ,205.656101,TFDQDJ,2.0,2619.14607136452
TFECR2,214.438764,TFECR2,1.0,3275.839038522
TFDIJ1,29.085928,TFDIJ1,,
TFDTVM,144.800185,TFDTVM,1.0,4868.18874391475
TFDVJX,121.861116,TFDVJX,2.0,26008.4289677033
TFDS21,1026.391286,TFDS21,1.0,0.0084077147358395
TFDHKX,445.485326,TFDHKX,1.0,198.543979629482
TFDMXM,213.103138,TFDMXM,,
TFDGJ0,151.094574,TFDGJ0,,
TFCYX4,4065.234847,TFCYX4,3.0,0.0126115721037593
TFDUDM,41.807436,TFDUDM,1.0,308.104910352207
TFDTY5,680.613756,TFDTY5,2.0,6498.06208017355
TFDQKI,38.855606,TFDQKI,,
TFDE03,1869.642294,TFDE03,1.0,273.305379060567
TFDR36,30.717909,TFDR36,,
TFD324,67.618249,TFD324,,
TFCSCQ,32.810735,TFCSCQ,,
TFCWN1,652.334224,TFCWN1,1.0,100.892576830074
TFCTPS,890.98931,TFCTPS,5.0,22793.726626883
TFDNX0,992.525909,TFDNX0,,
TFDNRP,39.938279,TFDNRP,1.0,52.1992969374597
TFDMDS,119.540888,TFDMDS,,
TFDVDT,33.695317,TFDVDT,1.0,36.4558510946002
TFDJKM,97.706753,TFDJKM,,
TFDVGH,47.723589,TFDVGH,1.0,298.221641680228
TFDJMK,709.279531,TFDJMK,1.0,2629.10080561175
TFEC23,539.40955,TFEC23,1.0,32194.2327264452
TFDA45,29.372459,TFDA45,,
TFDOI7,396.183402,TFDOI7,,
TFDGZK,211.508583,TFDGZK,5.0,24554.6510127293
TFDI78,439.179373,TFDI78,,
TFDGH1,29.593021,TFDGH1,,
TFDJF4,921.638325,TFDJF4,2.0,1136.97105987021
TFDRLF,116.911536,TFDRLF,,
TFDR69,30.717909,TFDR69,,
TFDEL1,55.805056,TFDEL1,,
TFECBT,1083.460439,TFECBT,4.0,15929.3950658147
TFDR18,35.225943,TFDR18,3.0,172.438025374701
TFCZP7,503.602255,TFCZP7,,
TFDICB,433.972837,TFDICB,,
TFDUZI,1154.448363,TFDUZI,1.0,7589.45071460341
TFDPVK,506.190978,TFDPVK,2.0,728.267842703683
TFDDRE,512.314396,TFDDRE,,
TFCZUL,778.194954,TFCZUL,,
TFDOBH,1428.506585,TFDOBH,,
TFDFR2,449.991805,TFDFR2,5.0,25993.1857808873
TFDUQR,519.849002,TFDUQR,1.0,4823.68250596059
TFCOKH,36.032312,TFCOKH,,
TFEDTN,949.819533,TFEDTN,1.0,4842.57464097202
TFDDQ8,151.480795,TFDDQ8,,
TFDIED,53.764891,TFDIED,1.0,170.151126966552
TFDTOD,1490.426288,TFDTOD,1.0,29672.931435319
TFDUDK,33.557291,TFDUDK,1.0,36.4558510946002
TFEDVC,60.11516,TFEDVC,1.0,60.1151603612526
TFCWLD,348.240937,TFCWLD,2.0,4148.77422482791
TFDOBM,197.549928,TFDOBM,,
TFDIBN,58.989496,TFDIBN,,
TFDQFV,106.484353,TFDQFV,,
TFEDWD,49.395324,TFEDWD,1.0,197.606519436436
TFDISA,448.999415,TFDISA,8.0,19647.5891997334
TFDUX7,125.8106,TFDUX7,1.0,1941.90044553528
TFDVK5,59.662144,TFDVK5,2.0,2425.14225769239
TFDTND,120.462398,TFDTND,3.0,8694.27067332377
TFDHM0,174.109827,TFDHM0,,
TFDNBV,120.070223,TFDNBV,,
TFDIEL,1183.422482,TFDIEL,1.0,9216.91103673303
TFCZ56,355.541937,TFCZ56,,
TFDUKS,31.79821,TFDUKS,1.0,76.4933886666679
TFDUHU,664.262335,TFDUHU,2.0,3754.30106485179
TFDRBH,30.717909,TFDRBH,,
TFDFHK,49.664047,TFDFHK,,
TFDRA2,805.0708,TFDRA2,1.0,4545.08447047381
TFD603,185.523824,TFD603,,
TFCSHC,208.968436,TFCSHC,3.0,362.414543688362
TFCYIA,54.526616,TFCYIA,,
TFCUDE,264.146386,TFCUDE,,
TFDOA4,638.848481,TFDOA4,,
TFDOD9,175.441995,TFDOD9,1.0,9720.00346338145
TFDMP7,1531.841702,TFDMP7,4.0,7980.46409996573
TFEBQ0,36.179447,TFEBQ0,1.0,300.210066215254
TFDOCG,1204.249916,TFDOCG,,
TFDVPL,699.136912,TFDVPL,2.0,11012.143102559
TFDMC7,605.010994,TFDMC7,1.0,4373.72683644266
TFDBFQ,130.270963,TFDBFQ,,
TFDOZ6,179.89162,TFDOZ6,1.0,0.0042038573679197
TFDHL2,879.878713,TFDHL2,,
TFDNX1,107.20289,TFDNX1,,
TFDGIE,854.892772,TFDGIE,1.0,1090.46798966628
TFDMWG,176.720842,TFDMWG,,
TFDSH2,66.587571,TFDSH2,1.0,69.5990625832795
TFDRKK,59.822992,TFDRKK,,
TFDHLE,667.451854,TFDHLE,1.0,279.556514966664
TFECZZ,61.618039,TFECZZ,1.0,63.1209183793152
TFDRSK,165.622171,TFDRSK,,
TFDCT3,446.352049,TFDCT3,,
TFDJJ9,1494.457481,TFDJJ9,,
TFDVD8,585.598286,TFDVD8,1.0,3419.98930766797
TFDPXW,315.646462,TFDPXW,3.0,3131.83170052654
TFDEKU,132.61738,TFDEKU,2.0,103.881519418665
TFDADK,1023.392236,TFDADK,2.0,10856.1547710649
TFDOBO,366.135703,TFDOBO,2.0,5334.40493373179
TFDIRC,27.097013,TFDIRC,,
TFDV01,127.205721,TFDV01,1.0,3389.20446016269
TFCQRA,1488.192833,TFCQRA,,
TFDELS,157.304383,TFDELS,2.0,3648.4311208981
TFDJF7,365.788859,TFDJF7,,
TFDUAV,527.57756,TFDUAV,1.0,552.008510981544
TFDUL9,954.750917,TFDUL9,6.0,40228.7668398771
TFEE13,410.523067,TFEE13,1.0,8758.84192249502
TFCWU3,220.454239,TFCWU3,,
TFDOD3,173.769192,TFDOD3,,
TFDIMB,134.626349,TFDIMB,1.0,4157.28283214058
TFDQPJ,510.865035,TFDQPJ,,
TFEE30,796.740271,TFEE30,1.0,6510.9637184357
TFDJIP,209.529574,TFDJIP,,
TFDV91,1420.003722,TFDV91,2.0,9184.25967655639
TFEBWO,1341.467701,TFEBWO,1.0,6473.11639055232
TFDTY3,393.521168,TFDTY3,1.0,11125.3109429034
TFDHQ1,821.857098,TFDHQ1,2.0,14287.4776781968
TFDOB0,1114.287345,TFDOB0,,
TFDIJR,203.79104,TFDIJR,,
TFD054,36126.904494,TFD054,1.0,21471.5630383838
TFDVIW,27.02292,TFDVIW,1.0,225.167008340518
TFDVGK,334.956348,TFDVGK,2.0,4280.35075658643
TFDRQG,514.589852,TFDRQG,3.0,2745.93440958098
TFDGKO,596.089899,TFDGKO,2.0,4344.89678261347
TFDRK4,202.64662,TFDRK4,,
TFD991,14.242345,TFD991,,
TFCYCX,23.901472,TFCYCX,,
TFCZLS,232.94091,TFCZLS,,
TFCUH0,59.87589,TFCUH0,,
TFDOAQ,165.766278,TFDOAQ,4.0,7432.57116534738
TFDOYB,943.514313,TFDOYB,,
TFDNLJ,2555.385728,TFDNLJ,3.0,7261.47417047305
TFEBQ1,1388.878632,TFEBQ1,2.0,98390.1634701021
