cluster,DS_PROD,QTD
3,TD.WM01.Mnt,14
3,TEF CANAL CLOUD PDV ADICIONAL,14
3,TOTVS IDENTITY 51 A 100 ID,14
3,TOTVS SMART ANALYTICS-PACK 50,14
3,TOTVS TRANSMITE 20.000 NFS,14
3,TOTVS WMS SAAS 11-20 IDS,14
3,TOTVS YMS 11-20 IDS ,14
3,TX ADESAO-SMART ANALYTICS 50,14
3,USUARIO ECF AUTOSERVICO,14
3,VA AC MENSAL,14
3,WINDCSERVERCAL19USEROPEN,14
3,WINDREMOTESERV2019CALUSEROPEN,14
3,WINSVRENT08R2,14
3,A.R CORP EDUCACIONAL,13
3,ADD-ON DIP NO - ATE 50000 AL,13
3,AHG SMARTGATE EXCED. BILLING,13
3,APP BACKOFC CONTROL251AO 500,13
3,APP MSALES START MAN 1 A 200	,13
3,APP SAIDA INT. IND/PERS	,13
3,APP TOTVS MCRM STARTER,13
3,ASFU REN SUP ORACLE STD EDT ON,13
3,ASSINATURA MENSAL INTERNET CMN,13
3,BLAST OFERTA YES 10 FUNC,13
3,BM CHEF CAIXA SLIM BALCAO NFCE,13
3,BM CHEF CAIXA SLIM BALCAO SAT,13
3,BN.WN04.CsU,13
3,C.D.U PROT. G. DISTRIB. TR/LIG,13
3,CARDAPIO MENU DIG  POS 2 IDS,13
3,CDU AGRO MOBILE APT PACK 150,13
3,CDU APLIC. E EMPRESTIMOS EMS2,13
3,CDU BANCOS HIST. FIN. EMS5,13
3,CDU CORP TOTVS DIST/LOG RB2.8,13
3,CDU DATA VIEWER EMS2,13
3,CDU FERRAMENTA ADMINISTRATIVA,13
3,CDU JOB EXECUTION - EMS2,13
3,CDU LGT SAUDE SEG TRAB TRAD,13
3,CDU RMS NF-E T,13
3,CDU S1 MANUFATURA - TRAD,13
3,CDU WKSCOMMUNICATION SERVER,13
3,CDU WORKSITE BUSINESS SERVER,13
3,CES DIR PROTHEUS ADS,13
3,CLOUDINT TSS 50.000 DOC ANO,13
3,CONSINCO CONTRATO SERV CDU,13
3,CONSINCO CONTRATO SERV SMS,13
3,CONSINCO ORÇAMENTO CDU,13
3,CONSINCO ORÇAMENTO SMS,13
3,DMP START2  VENDAS PARCEIROS,13
3,EASY QUALITY ADESAO - P - NV,13
3,EASY QUALITY SAAS - P- NV,13
3,ET CORP ENSINO MEDIO,13
3,FEE - GDS NACIONAL,13
3,FEE - SITE,13
3,FLUIG 100 USUARIOS,13
3,FO.RN02.CsA,13
3,FUNC SWAP E DERIVATIVOS,13
3,"GESTAO LGPD BY EMX 100,1-300MM",13
3,GESTAO LGPD BY EMX 35M - 100MM,13
3,IAAS-TCORA-8VCPU-16VRAM-3A,13
3,LOCACAO DE SOFTWARE VS PLUS,13
3,M.SALES SMS ENT. PRIME MONITOR,13
3,PACK FLUIG LEARNING 250 IDS,13
3,PACK TOTVS AUDITOR NFE 10000,13
3,PandSec1Bs0260100,13
3,SAAS INTEL FISCAL ESOC PACKILI,13
3,SAAS SALESHUB,13
3,SAAS TOTVS ECOMMERCE FATURAMEN,13
3,SETUP AHGORA SMARTGATE,13
3,SETUP PONTOWEB CONSULT 100,13
3,SISTEMA PONTO DE VENDA TOTVS,13
3,SMS AGRO MOBILE APT PACK 150,13
3,SMS CORP TOTVS MANUFATURA RB1,13
3,SMS DATA VIEWER EMS2,13
3,SMS LGT SAUDE SEG TRAB TRAD,13
3,SMS SERVIDOR VAREJO,13
3,SMS SISJURI PLUS  TAB D,13
3,SQL SVR STD RT 2005 X64 MNT PL,13
3,SQLSVRSTDCORE 2016 64BITENGDVD,13
3,SUP BENEFICIAMENTO,13
3,TOTVS INSIGHTS CHECKLIST PACK5,13
3,TOTVS PLANNING STANDARD USER,13
3,TRAD/CORP GE R.12.1.27 RETRO,13
3,TREINAMENTO AHGORA PONTOWEB,13
3,TX ADESAO SALESHUB,13
3,TX.ADESAO TOTVS ECOMMERCE FAT.,13
3,UN.WN01.Mnt,13
3,VERTSIGN 51 A 100 DOC	,13
3,WMS SAAS - APP MOVEIS PACK10,13
3, WINSVRCAL 2016 SNGLDVCCAL,13
3,1004.3 DELIVERY BY ZERO FILA,12
3,A.R.  PROT. L. FISCAIS  TR/LIG,12
3,A.R. RELAC. CELERINA TR/LIGH,12
3,ADC 100 CONTRATOS ARRENDAMENTO,12
3,ADESAO CLASSROOM BY 4EDU,12
3,APP EDUCONNECT PACK 50K-100K A,12
3,APP MSALES START VEN 1 A 50	,12
3,ASFU Oracle 11G Std tOne,12
3,ASP EXPRESS RM CORPORE,12
3,ASS DIG BY VERTSIGN PACK 200,12
3,BEMATECH CHEF CD,12
3,BM CHEF CX COMP PAF ECF4,12
3,BONUS PERMMENSALIDADE - V -13,12
3,CDU   AN. DO FLUXO DE CAIXA,12
3,CDU   SALDO DOS ESTOQUES,12
3,CDU  ANALISE DE COMPRAS,12
3,CDU AGRO MOBILE APT PACK 50,12
3,CDU AN. DO CONTAS A RECEBER,12
3,CDU ANALISE DOS PAGAMENTOS,12
3,CDU DATA COLLECTION EMS2,12
3,CDU DESEMPENHO DE VENDAS,12
3,"CDU FILESITE, EMM FOR OUTLOOK",12
3,CDU LGT10 ATIVO FIXO TRAD,12
3,CDU LGT10 G. OBRAS/PROJET TRAD,12
3,CDU LGT10 PORTOS REC ALF TRAD,12
3,CDU LGT5 G. HOSPITALAR TRAD,12
3,CDU RMS LICENCA DATA CENTER T,12
3,CDU RMS LOJA ELETR. T,12
3,CDU RMS PORTAL B2B T,12
3,CDU S1 VAREJO SIMPLES,12
3,CDU TOTVS BA -  PACK DEVELOPER,12
3,CDU TOTVS COMEX IMPORT PACK 10,12
3,CDU WORKSITE EMM FOR OUTLOOK,12
3,CES.DIR.PROT.CELERIN TR/LIG 10,12
3,CL.WN03.CsU,12
3,CL.WN03.Mnt,12
3,CLOUD TOTVS ECOMMERCE B2C 200,12
3,CO.WN01.MnT,12
3,CONTROLE QUALIDADE PROJETO,12
3,COORDENAcaO DE PROJETO,12
3,CTREE SERVER - DICT. MANAGER,12
3,DESENVOLVIMENTO ESPECiFICO,12
3,E.T.  PROT. G. DISTRIB. TR/LIG,12
3,E.T.  PROT. L. FISCAIS  TR/LIG,12
3,FEE - GDS INTERNACIONAL,12
3,FEEDZ 2 MOD PACK 500 COL UN,12
3,FRONT-OFFICE - FULL LOCACO,12
3,GESTAO DE POSTOS 6-15 SUPERV,12
3,GESTAO DE POSTOS ATÉ 5 SUPERV,12
3,GESTAO FINANCEIRA,12
3,HARDLOCK USB,12
3,HELP DESK MANUT.ATIVO   TR/FU,12
3,HORAS GER DE PROJETOS WT,12
3,ID APP R&F PDV,12
3,ID INTERA PORTAL > 1001º,12
3,LGT TOTVS RMS V.STORE10 + NF-E,12
3,LOCACAO DE SOFTWARE VS PL -13,12
3,MENSAL TOTVS ECOMMERCE B2C 200,12
3,OERDBMSWRKGRPMNTCONCUSRS,12
3,OF.WN01.Mnt,12
3,OR.RN01.CsU,12
3,PACK TOTVS COLABORACAO 1500,12
3,PAINEL BACKOFFICE 25GB- G,12
3,PC.WM01.Mnt,12
3,PLATAFORMA CAROL 25GB,12
3,PRIME GOLD RHODIUM PIMS,12
3,PRIME SPOC LIGHT SAUDE,12
3,SETUP TAIL,12
3,SMS AGRO MOBILE APT PACK 50,12
3,SMS CORP TOTVS FINA SERV RB1,12
3,SMS CORP TOTVS FINA SERV RB3,12
3,SMS LGT10 G. OBRAS/PROJET TRA,12
3,SMS LGT10 PORTOS REC ALF TRAD,12
3,SMS PGTO. FORNECEDORES SERVICO,12
3,SMS S1 MANUFATURA - TRAD,12
3,SMS TOTVS BA -  PACK DEVELOPER,12
3,SMS TOTVS COMEX IMPORT PACK 10,12
3,SMS WKSCOMMUNICATION SERVER,12
3,SMS WORKSITE BUSINESS SERVER,12
3,SQL SVR STD 2019 2LIC CORE MNT,12
3,SUP USUARIO ECF AUTOSERVICO,12
3,SUPERMERCADO PACK 10GB,12
3,TAIL SHOPPERS - OPCAO 1,12
3,TAIL SHOPPERS - OPCAO 2,12
3,TAXA DE BILHETAGEM B2B,12
3,TEF CLOUD PVD ADICIONAL COMBO,12
3,TOP PROCESSOR MULTICORE,12
3,TOTVS COLETA ENTREGA PACK 1000,12
3,TOTVS RH PEOPLE ANALYT 11 A 30,12
3,TOTVS RH PEOPLE ANALYT 31 A 50,12
3,TOTVS RH PEOPLE ANALYT 6 A 10,12
3,TOTVS VAREJO DMS CDU 5 IDSá,12
3,TOTVS VAREJO DMS SMS 5 IDSá,12
3,TPF PACK 575 DOCS,12
3,TPF PACK ADC 575 DOCS,12
3,TX ADESAO TOTVS ECOMMERCE B2C,12
3,VA SALES ADESAO CLOUD,12
3,ADD-ON R&F NF-E,11
3,ADESAO PLATAFORMA DIG. PB RV,11
3,ADICIONAL SOB CONSUMO ATE 1000,11
3,ADMIS DIGI BYDIGTE PACK 50,11
3,AHGORA MIDDLEWARE,11
3,AL.0001.CSU,11
3,APP LEGAL DOCS 51 A 150,11
3,APP MSALES ADESAO,11
3,APP TOTVS RENTAL ATE 100MM,11
3,AT.RN02.CsU,11
3,BM CHEF PCT 5 LIC MIX,11
3,CA AG SQL 3Y,11
3,CDU CA CONTR VENDA PARCE TRAD,11
3,CDU CONTR. MAO OBRA RURAL,11
3,CDU CONTR. TECNICO AGR. AAG,11
3,CDU GERENCIAMENTO DE CUSTOS,11
3,CDU MYBI (STANDARD),11
3,CDU MYBI CUBO GESTOR,11
3,CDU MYBI CUBO WMS,11
3,CDU MYBI SRV INMEMORY,11
3,CDU PLANEJ. E CONTR. ATIVID.,11
3,CDU PLANEJAMENTO DA ATIVIDADES,11
3,CDU PROCESSO INDUSTRIAL,11
3,CDU PROGR. CONTR. COLHEITA,11
3,CDU RECEPCAO E AN. MAT PRIMA,11
3,CDU S1 VAREJO FATURAMENTO,11
3,CDU SELF CHECKOUT WINTHOR VARE,11
3,CESSAO DIR.CONTAB.,11
3,CESSAO DIR.EST.ADICIONAIS,11
3,CESSAO DIR.FINAN.,11
3,CHAT COMMERCE PRO BY CHATBOT,11
3,CLOUD CORPORATE,11
3,CLOUDINT 11 AO 20 ID SIMULT	,11
3,CLOUDINT 21 AO 30 ID SIMULT	,11
3,CLOUDINT 4 A 5 ID SIMULT SEM T,11
3,CLOUDINT 6 AO 10 ID SIMULT	,11
3,CN.WN06.CsU,11
3,COMBO R&F QUIOSQUE,11
3,CR.WN05.Mnt,11
3,CT.DN01.CsU,11
3,GESTAO JURIDICA COM CLOUD,11
3,HORAS DE CONSULTORIA MY BI PC,11
3,LB.WN01.Mnt,11
3,LI.WN01.CsA,11
3,LOC DE HARDWARE PERSONAL 36M,11
3,MANUT.CLASSIC WIN-ADS-USUARIOS,11
3,MIDIA DIGITAL WINDOWS,11
3,MODULO COVENANTS ON PREMISE,11
3,MPLS LOC.ESPACO P/ ROTEAD. 36M,11
3,NU.WN01.CsA,11
3,OPEDRPENTMVL,11
3,OR.RN01.Mnt,11
3,PACOTE P1P2 - FIXO,11
3,PORTAL DO PAC AGEND ELEGIBILID,11
3,Pand3MEP0510100,11
3,SETUP PONTOWEB CONSULT 200,11
3,SFA INTEGRACAO PENTAHO 21 A 50,11
3,SFA INTEGRACAO PENTAHO 51A1000,11
3,SLA GARANTIA ESTENDIDA,11
3,SMS DATA COLLECTION EMS2,11
3,SMS MYBI (STANDARD),11
3,SMS MYBI CUBO GESTOR,11
3,SMS MYBI CUBO WMS,11
3,SMS MYBI SRV INMEMORY,11
3,SMS S1 VAREJO PONTO ADICIONAL,11
3,SMS SELF CHECKOUT WINTHOR VARE,11
3,SMS TOTVS I ALUG,11
3,SMS TOTVS SERIE3 MANUFATURA AL,11
3,SQLSERVERSTDISV2017MNTCORE,11
3,SS JUR DEPARTAMENTO REC,11
3,SUPERMERCADO PACK 100 PDVS,11
3,TAE 50 PACK CONSINCO,11
3,TAE ENVEL EXTRA CONSINCO,11
3,TOTVS API SERVICES PACK 200,11
3,TOTVS PLANEJAMENTO DE ROTAS,11
3,TOTVS V PDV (DESK) ATE 10 ID,11
3,VA AC ADESAO CLOUD,11
3,VSPRO2013MVL,11
3,WEBSERVICE,11
3,WEBSPEEDWORKLIC,11
3,WFN COVENANTS CORPORATE SMS,11
3,012GASFSEP1YL,10
3,A.R.  PROT. EST/CUSTOS  TR/LIG,10
3,ACELERADOR INTERM PORTAL-SAAS,10
3,AG.WN01.CsA,10
3,AHGORA ACESSO WEB,10
3,AMB STORE ATS FEEDZ ID NOMEADO,10
3,ANALISE DE CONSUMO-Md-MNT,10
3,APP SAIDA INT. PACK 500 AL,10
3,APP TCOC EST - ATÉ 5K AL	,10
3,APP TOTVS RPA (FRONT) BY AA,10
3,APP TRE EST - ATE 5K AL	,10
3,APROVACAO ELETRONICA SUPRIMENT,10
3,BEMATECH CHEF TERMINAL*,10
3,BM CHEF WEBSERVICE VLR P LOJA,10
3,C.D.U PROT. FATURAMENTO TR/L5,10
3,CA AG WIN 3Y,10
3,CA WIN 3Y,10
3,CASTORWINPONLY,10
3,CDU BYYOU ACESSO,10
3,CDU BYYOU ARMAZENAGEM EXTRA,10
3,CDU BYYOU ECM ENTERPRISE,10
3,CDU ESTATISTICA MAN. EMS2,10
3,CDU LGT ANALI DE CRED TRAD,10
3,CDU LGT10 PCP TRAD,10
3,CDU LGT5 JURIDICO TRAD,10
3,CDU TOTVS BA - PACK 5,10
3,CDU WORKFLOW - HR,10
3,CESSAO DIR.ATIVO FIXO,10
3,CESSAO DIR.COMPRAS,10
3,CESSAO DIR.EST/CUSTOS,10
3,CESSAO DIR.L.FISCAIS,10
3,CLDSTD COMB FLG MYSQL 1-10,10
3,CLDSTD COMB FLG MYSQL 11-50,10
3,CLDSTD FLG STG APP HML 50GB,10
3,CLDSTD FLG STG APP PRD 50GB,10
3,CLDSTD FLG STG MYSQL HML 10GB,10
3,CLDSTD FLG STG MYSQL PRD 10GB,10
3,CLOUD - VPN,10
3,CLOUD FLUIG 100 USUARIOS,10
3,CM PROTHEUS ADS EVOLUCAO,10
3,COF-CONTRATOS FINANCEIROS-Md-M,10
3,COMANDA ELETR COM PAGTO,10
3,COMPRAS-Md-MNT,10
3,CONSIGNACAO DE MATERIAIS-Md-MN,10
3,CONTABILIDADE-MD-MNT,10
3,CONTAS A PAGAR-Md-MNT,10
3,CONTAS A RECEBER-Md-MNT,10
3,DB2 MEDIA PACK V7.2 MULTI,10
3,DB2 UDB ENTERPRISE ED PROCESS,10
3,DB2 UDB V7.2 ENGLISH DOC PACK,10
3,DMP START1 VENDAS PARCEIROS,10
3,EXCHOPNOP1,10
3,FATURAMENTO-Md-MNT,10
3,FEE OUTROS CANAIS- BUSINESS	,10
3,FEEDZ 1 MOD PACK 750 COL,10
3,FEEDZ 1 MOD PACK 750 COL EXCED,10
3,FEEDZ 1 MOD PACK 750 COL UN,10
3,FLOW DESPESAS 500 EZ4,10
3,FLOW GENERC ESSENTIAL BY FLUIG,10
3,FLUXO DE CAIXA-Md-MNT,10
3,FO.DN03.CsA,10
3,FO.RN01.CsA,10
3,FOLHA DE PAGAMENTO-Md-MNT,10
3,FRETES-Md-MNT,10
3,GESTAO RECEITA RECO PLAN UNLIM,10
3,GUARDA PROGRAMAS - MD - MNT,10
3,HORA SERVICO FRANQUIA,10
3,HORAS ABERTURA DE FILIAL,10
3,HORAS REMOTA IMPORTACAO,10
3,IAAS-TCSQL-4VCPU-16VRAM-M,10
3,INSTRUCAO NORMATIVA 68/95-Md-M,10
3,INT CANVAS BY WKW-ATE 1K ALU,10
3,INTERA GE PROTH 12.1.17 RETRO	,10
3,INVENTARIO DE ESTOQUES-Md-MNT,10
3,IRRF,10
3,KDS - DISPLAY DE COZINHA,10
3,LB.WN02.CsA,10
3,LIC MS SQL CAL STANDARD EDI 16,10
3,LIC MS SQL STANDARD EDITION 16,10
3,LIC MY BI PC CUBO COMERCIAL,10
3,LIC MY BI PC CUBO FINANCEIRO,10
3,LICENCA MY BI PC DESENVOLVEDOR,10
3,LICENCA MY BI PC SERVIDOR,10
3,LICENCA USUARIO VIEWER,10
3,LIGHT TOTVS RMS VAREJO 10+NF-E,10
3,MANUT.CLASSIC WIN DBF USUARIOS,10
3,MASTER SALES BUS  VENDOR 1 A 1,10
3,MENSALIDADE VTEX - BUSINESS,10
3,OBRIGACOES FISCAIS-Md-MNT,10
3,ONGOING FEE B2C- BUSINESS	,10
3,OPENEDGEPERSONALDBMNTCONCUSERS,10
3,PACK TOTVS AUDITOR NFE 50000,10
3,PACOTE DE ACOMPANHAMENTO,10
3,PANDAEND POINT PLUS1101Y,10
3,PC.WM01.CsU,10
3,PCEP 1 ANO,10
3,PDVMOB BY EASY MOB ATE 5M,10
3,PEDIDO ADIC TCRM AO PACK 1K,10
3,PEDIDOSINTRANET,10
3,PLANEJAMENTO DE MATERIAIS-Md-M,10
3,PLANO PROF GOLD SISTEMA VELTI,10
3,PLATAFORMA CAROL 25GB-50GB,10
3,PR.RN01.CsU,10
3,RECEBIMENTO DE MATERIAIS-Md-MN,10
3,SAAS - WEB,10
3,SAAS JCOT,10
3,SAIDA CHECK IN/OUT 2001 A 3000,10
3,SLA PREMIUM,10
3,SMS BYYOU ECM ENTERPRISE,10
3,SMS CA CONTR VENDA PARCE TRAD,10
3,SMS CORPORATIVO EDUC. 2.0 TC,10
3,SMS DATASUL CONECCTION FOR WEB,10
3,SMS FILESITE,10
3,SMS LGT ANALI DE CRED TRAD,10
3,SMS LGT10 PCP TRAD,10
3,SO.WN01.Mnt,10
3,TEF TOTVS LOCAL PDV PRINCIPAL,10
3,TERCEIRIZACAO-Md-MNT,10
3,TERMINALLANCAMENTO,10
3,TOTVS CONNECTOR TCRM PCK 1KPED,10
3,TOTVS PMS - 51 A 120 UHS,10
3,TOTVS PMS -121 A 200 UHS,10
3,TPF PACK 1.150 CREDITOS,10
3,TPF PACK 11500 DOCS,10
3,TPF PACK ADC 11500 DOCS,10
3,TRANSMISSAO DA NF-E ATE 1000/A,10
3,TRIBUTOS/IMPOSTOS-Md-MNT,10
3,VI.WN05.CsA,10
3,VISUAL STUDIO PRO 2010 MVL,10
3,VOUCHER ANTECIPACAO BUSINESS,10
3,WINDOWSSERVERSTANDARD2012ACDM,10
3,WINRMDKP08ACMD,10
3,WINRMDTP08MVL5,10
3,WINRMTDSKTPSRVCSCAL 2012 SNGL,10
3,WINSVRCAL 2012 SNGL OLP NL ACD,10
3,WINSVRSTD 2012 SNGL OLP NL ACD,10
3,012GFULSEP1YL,9
3,1000.0 ADESAO PLAT DIGIT BY NG,9
3,ACELERADOR INTERM PORTAL-CDU,9
3,ADD-ON INT WEBSERV: 16 AO 30,9
3,ADD-ON INT WEBSERV: 31 AO 50,9
3,ADESAO T ROT ENT 500 VIAGENS,9
3,ADESAO T SAUDE PRE AUDIT,9
3,ADESAO VA SALES,9
3,AHGORA TIMESHEET,9
3,AMBIENTE ADICIONAL VTEX,9
3,APP AGROCONECTA EQ 1 A 25 ID,9
3,APP BACKOFC VENDAS 41 AO 100,9
3,APP LIC SURIC PACK 100,9
3,AT.RN02.Mnt,9
3,BEMATECHCHEF FIRST CARTAO NFCE,9
3,BM CHEF OFFICE ESTACAO ADICION,9
3,BMCHEF FTBALCAO,9
3,BMCHEF MT*,9
3,BSO VERSAO EXPIRADA UNICOO,9
3,C.D.U PROT. G. DISTRIB. TR/L10,9
3,C.D.U.PROT.AUT.COMER TR/LIG 10,9
3,CARGOS E SALARIOS-Md-MNT,9
3,CD PACK (MiDIA) FULL,9
3,CDU AGRO MOBILE AT.AGR. PACK5,9
3,CDU BENEFICIOS SOCIAIS RH,9
3,CDU BX. E BCOS. MAGNUS VRS. I,9
3,CDU COMPRAS MAGNUS - VERSAO I,9
3,CDU CONTABILIDADE MGN VRS. I,9
3,CDU CONTR. QUAL. MAGNUS VRS. I,9
3,CDU CTAS.PAGAR MAGNUS VRS. I,9
3,CDU CTAS.RECEBER MAGNUS VRS. I,9
3,CDU CUSTOS MAGNUS - VERSAO I,9
3,CDU ERP MONITOR MAGNUS VRS. I,9
3,CDU ESTOQUE MAGNUS - VERSAO I,9
3,CDU FASB/CMCAC MAGNUS VERSAO I,9
3,CDU FATURAMENTO MAGNUS VRS. I,9
3,CDU FERIAS E RESCISOES RH,9
3,CDU FOLHA DE PAGAMENTO RH,9
3,CDU GESTaO QUADRO PESSOAL - HR,9
3,CDU INTEL FISCAL PACK 10 CTB,9
3,CDU INTEL FISCAL PACK 10 CTR,9
3,CDU INTEL FISCAL PACK 10 FIS,9
3,CDU LGT PORTOS REC ALF TRAD,9
3,CDU LGT VENDAS E FATURAM ALUG,9
3,CDU LGT10 FISCAL TRAD,9
3,CDU MPS MAGNUS - VERSAO I,9
3,CDU OBR. FISCAIS MGN VRS. I,9
3,CDU PATRIMONIO MAGNUS VERSAO I,9
3,CDU PEDIDOS MAGNUS - VERSAO I,9
3,CDU PGTO. FORNECEDORES SERVICO,9
3,CDU PLANEJ. MAGNUS - VERSAO I,9
3,CDU PRODUCAO MAGNUS - VERSAO I,9
3,CDU SIST.S INFORMACAO GRAFICO,9
3,CDU SMS INDUSTRIAL MGN VRS. I,9
3,CDU TRADE EASY SISCOSERV PACK5,9
3,CESSAO DIR.FAT.,9
3,CESSAO DIR.FOLHA CLIPPER,9
3,CESSAO DIR.PCP/C.MAQ.,9
3,CESSAO DIR.SIGAPONTO,9
3,CHAO DE FABRICA-Md-MNT,9
3,CLOUD PLANNING REPORTING USER,9
3,CLOUDINT AMB ADIC PROTH 20 ID,9
3,CONS SITEF LINK GOLDEN JUMPER,9
3,CREDITO E CADASTRO-Md-MNT,9
3,CUSTOS-Md-MNT,9
3,E-LEARNING TOTVS ATE 5,9
3,ENGENHARIA-Md-MNT,9
3,EVOL.TECN.HAND HELD     TR/T,9
3,FLOW GENERICO BY EZ4,9
3,FO.DN01.CsU,9
3,FULL Atual/Sup 11G Std nom,9
3,G COD FONTE BY IT UP PACK1000,9
3,HORA ANALISTA DBA,9
3,HORAS REMOTA LICITACAO,9
3,IAAS-TCWIN-8VCPU-32VRAM-1A,9
3,ID INTERA,9
3,ID INTERA (F),9
3,ID TOTVS ANALYTICS - 31º AO 50,9
3,INT BLCKBD BY WKW-ATE 15K AL,9
3,INT MOODLE BY WKW-ATE 50K A,9
3,INTERA GE R.12.1.27 RETRO,9
3,INVENTARIO DE PESSOAL-MD-MNT,9
3,LB.WN02.Mnt,9
3,LOGISTICA E DISTRIBUICAO-MD-MN,9
3,MAKE IT EASY TAM G,9
3,MEDICINA E SEG. TRABALHO-Md-MN,9
3,NU.Dese.Cus,9
3,O12GFULSEP1LM,9
3,OR.DN01.CsU,9
3,OR.DN01.Mnt,9
3,ORACLE 11G STD ED  F,9
3,ORCAMENTO OPERACIONAL-Md-MNT,9
3,PACK TOTVS AUDITOR NFE 5000,9
3,PEDIDOS-MD-MNT,9
3,PLANO DE POSICOES-Md-MNT,9
3,PLANO OPERACIONAL-Md-MNT,9
3,PONTO ELETRONICO-Md-MNT,9
3,POSTO DE TRABALHO 1-50 IDS,9
3,PR.RN01.Mnt,9
3,REN.GENERIC STANDBY SRV ADD-ON,9
3,REN.WORKSITE BUSINESS SERVER,9
3,SAAS MOBILE SIST VELTI-EXECED.,9
3,SAAS MOBILE SISTEMA VELTI,9
3,SERASA 1 AUDI FB VENDAS PAR,9
3,SETUP COMMERCE SHOPIFY GG,9
3,SLA MANAGEMENT RM 36M,9
3,SMS AGRO MOBILE AT.AGR. PACK5,9
3,SMS BENEFICIOS SOCIAIS RH,9
3,SMS CAIXA E BANCOS MAGNUS,9
3,SMS COMPRAS MAGNUS,9
3,SMS CONTABILIDADE MAGNUS,9
3,SMS CONTAS A PAGAR MAGNUS,9
3,SMS CONTAS A RECEBER MAGNUS,9
3,SMS CONTR. DE QUALIDADE MAGNUS,9
3,SMS CUSTOS MAGNUS,9
3,SMS ERP MONITOR MAGNUS,9
3,SMS ESTATISTICA MAN. EMS2,9
3,SMS ESTOQUE MAGNUS,9
3,SMS FASB/CMCAC MAGNUS,9
3,SMS FATURAMENTO MAGNUS,9
3,SMS FERIAS E RESCISOES RH,9
3,SMS FOLHA DE PAGAMENTO RH,9
3,SMS GESTAO VAREJO PARCEIRO LOC,9
3,SMS INTEL FISCAL PACK 10 CTB,9
3,SMS INTEL FISCAL PACK 10 CTR,9
3,SMS INTEL FISCAL PACK 10 FIS,9
3,SMS LGT PORTOS REC ALF TRAD,9
3,SMS LGT10 FISCAL TRAD,9
3,SMS MPS MAGNUS,9
3,SMS OBRIGACOES FISCAIS MAGNUS,9
3,SMS PATRIMONIO MAGNUS,9
3,SMS PEDIDOS MAGNUS,9
3,SMS PLANEJAMENTO MAGNUS,9
3,SMS PRODUCAO MAGNUS,9
3,SMS SIST.S INFORMACAO GRAFICO,9
3,SMS SMS INDUSTRIAL MAGNUS,9
3,SMS TRADE EASY SISCOSERV PACK5,9
3,SMS TRANS.  FINANC. EDI EMS2,9
3,SMS WORKFLOW - HR,9
3,SPOC LIGHT PRT,9
3,SQLSVRSTCOR12BRDVD,9
3,T SAUDE PRE AUDIT 15K VIDAS,9
3,TAXA INSTALACAO,9
3,TOP PROCESSOR SINGLE CORE,9
3,TOTALBUS BY RJ BILLING VENDAS,9
3,TOTVS GESTAO DE VAREJO,9
3,TOTVS PORTAL DE IMÓVEIS PACK 2,9
3,TOTVS ROT ENT 500 VIAGENS,9
3,TRANSACOES BANCARIAS-Md-MNT,9
3,TREIN RECORRENTE 32 HORAS,9
3,UN.Dese.Cus,9
3,VELTI LICENÇAS REP P,9
3,VI.WN03.CsU,9
3,VI.WN03.Mnt,9
3,WIMPRO8BR-GGS,9
3,WINSVRDTC08R2,9
3,A.R CORPORATIVO RB 1.4 - TAB C,8
3,A.R CORPORATIVO RB 2.4 - TAB C,8
3,A.R CORPORATIVO RB2.3 TABELA C,8
3,ADESAO AVALIACOES BY PROVA F.,8
3,ADESAO PUBLIC FORM INICIAR,8
3,AHGORA AUTOMATICO EXCEDENTE,8
3,ANALISE DE RENTABILIDADE-Md-MN,8
3,APP CLOCKINRH-3001 A 10000FUNC,8
3,APP LMS + LXP PACK 1000 IDS,8
3,APP R&S PRO - PACK 50 POSIC	,8
3,APP TCRM SFA SMS ADDON GLOBAL,8
3,AR SLA CORPORATIVO STANDARD,8
3,AT.RN01.CsA,8
3,AT.RN01.Mnt,8
3,BM CHEF NFE  GERAC E TRANSMIS,8
3,BM CHEF WEB SINGLE  ADESAO,8
3,C.D.U PROT. EST/CUSTOS  TR/L10,8
3,C.D.U PROT. FATURAMENTO TR/LIG,8
3,C.D.U PROT.CALL CENTETR/LIG 10,8
3,CDU  EXPORTACAO BENEFICIARIOS,8
3,CDU  REVISAO DE CONTAS MEDICAS,8
3,CDU  VENDAS DE PLANOS,8
3,CDU ATENDIMENTO AO PUBLICO,8
3,CDU AUDITORIA MEDICA,8
3,CDU AUTOMACAO DE CONSULTORIOS,8
3,CDU CADASTROS GERAIS SERIOUS,8
3,CDU COMISSOES REPRESENTANTES,8
3,CDU CONTR. DE FRETES,8
3,CDU EMISSAO ARQUIVOS FISCAIS,8
3,CDU ESTATISTICAS DE CUSTOS,8
3,CDU ESTATISTICAS DE VENDAS,8
3,CDU ESTATISTICAS PROCEDIMENTO,8
3,CDU ESTRUTURA DE PRODUTO,8
3,CDU EXPEDICAO DE CARGAS,8
3,CDU FATURAMENTO PLANOS SAUDE,8
3,CDU GERENCIAMENTO DE PLANOS,8
3,CDU LMS LEARNING MANAG SYSTEM,8
3,CDU MARKETING RECEPTIVO,8
3,CDU MEDICINA OCUPACIONAL,8
3,CDU NEGOCIACAO DE FRETES,8
3,CDU OCORRENCIA DE TRANSPORTES,8
3,CDU OFFSITE DESKTOP USER,8
